DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
Alprostadil,5280723,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,354.5,3.2,94.8,3,5,13
Tyramine,5610,C1=CC(=CC=C1CCN)O,137.18,1.1,46.3,2,2,2
Butyrfentanyl,621174,CCCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,350.5,4.4,23.6,0,2,7
Epinephrine,5816,CNCC(C1=CC(=C(C=C1)O)O)O,183.20,-1.4,72.7,4,4,3
Diamorphine,5462328,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3C,369.4,1.5,65.1,0,6,4
Abediterol,11962616,C1=CC=C(C=C1)C(COCCCCCCNCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O)(F)F,460.5,3.1,90.8,4,7,13
Ketoconazole,47576,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,531.4,4.3,69.1,0,6,7
Tridihexethyl,20299,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O,318.5,4.8,20.2,1,1,8
Apronalide,10715,CC(C)C(CC=C)C(=O)NC(=O)N,184.24,1.7,72.2,2,2,4
Telotristat ethyl,25181577,CCOC(=O)C(CC1=CC=C(C=C1)C2=CC(=NC(=N2)N)OC(C3=C(C=C(C=C3)Cl)N4C=CC(=N4)C)C(F)(F)F)N,575.0,5.1,131.0,2,11,10
Prednisolone,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,360.4,1.6,94.8,3,5,2
Veralipride,47979,COC1=CC(=CC(=C1OC)C(=O)NCC2CCCN2CC=C)S(=O)(=O)N,383.5,0.8,119.0,2,7,8
Carbamoylcholine,2551,C[N+](C)(C)CCOC(=O)N,147.20,-0.4,52.3,1,2,4
Aminosalicylic acid,4649,C1=CC(=C(C=C1N)O)C(=O)O,153.14,1.3,83.6,3,4,1
Tiagabine,60648,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C,375.6,2.7,97.0,1,5,6
Fingolimod,107970,CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,307.5,4.2,66.5,3,3,12
Scopolamine,3000322,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,303.35,0.9,62.3,1,5,5
Perindopril,107807,CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O,368.5,0.9,95.9,2,6,9
Rizatriptan,5078,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,269.34,1.7,49.7,1,3,5
Maribavir,471161,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl,376.2,2.2,99.8,4,6,4
Adagrasib,138611145,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F,604.1,5,88.8,0,9,7
Capivasertib,25227436,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,428.9,1.7,120.0,4,6,6
Tepotinib,25171648,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N,492.6,3.4,94.7,0,7,7
Enrofloxacin,71188,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,359.4,-0.2,64.1,1,7,4
Saredutant,104974,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4,552.5,5.9,52.7,1,3,9
Pinacidil,55329,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1.O,263.34,,74.1,3,4,5
Azidocillin,15574941,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=[N+]=[N-])C(=O)O)C,375.4,2.8,126.0,2,7,5
Oxidronic acid,27304,C(O)(P(=O)(O)O)P(=O)(O)O,192.00,-3.9,135.0,5,7,2
Rilpivirine,6451164,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,366.4,4.5,97.4,2,6,5
Normethadone,10090,CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,295.4,3.5,20.3,0,2,7
Ularitide,16132416,CCC(C)C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C3CCCN3C(=O)C(C)NC(=O)C(C(C)O)N)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC5=CC=C(C=C5)O)C(=O)O)CC(C)C)CO)CCC(=O)N)C,3505.9,-17.1,1670.0,60,54,88
Cefbuperazone,127527,CCN1CCN(C(=O)C1=O)C(=O)NC(C(C)O)C(=O)NC2(C3N(C2=O)C(=C(CS3)CSC4=NN=NN4C)C(=O)O)OC,627.7,-1,280.0,4,14,10
GTS-21,5310985,COC1=CC(=C(C=C1)C=C2CCCN=C2C3=CN=CC=C3)OC,308.4,3,43.7,0,4,4
Raltitrexed,135400182,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O)C(=O)N1,458.5,1.4,177.0,4,9,9
Cefminox,71141,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)CSCC(C(=O)O)N)OC)SC2)C(=O)O,519.6,-4,279.0,4,14,11
Bumetanide,2471,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,364.4,2.8,127.0,3,7,8
Medifoxamine,36109,CN(C)CC(OC1=CC=CC=C1)OC2=CC=CC=C2,257.33,3.8,21.7,0,3,6
Bendazac,2313,C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O,282.29,3.1,64.4,1,4,5
Entinostat,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,376.4,2,106.0,3,5,7
Rolapitant,10311306,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OCC2(CCC3(CCC(=O)N3)CN2)C4=CC=CC=C4,500.5,4.4,50.4,2,9,5
Posaconazole,468595,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,700.8,4.6,112.0,1,11,12
Ertapenem,150610,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,475.5,-1.5,182.0,5,9,7
Hexobarbital,3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,236.27,1.5,66.5,1,3,1
Levmetamfetamine,36604,CC(CC1=CC=CC=C1)NC,149.23,2.1,12.0,1,1,3
Demegestone,93057,CC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C,312.4,2.8,34.1,0,2,1
Amitriptylinoxide,20313,C[N+](C)(CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31)[O-],293.4,4.5,18.1,0,1,3
Regorafenib,11167602,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,482.8,4.2,92.4,3,8,5
JNJ-26489112,11616111,C1C(OC2=C(O1)C=C(C=C2)Cl)CNS(=O)(=O)N,278.71,0.8,99.0,2,6,3
Fluprednidene acetate,9980241,CC(=O)OCC(=O)C1(C(=C)CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)O,432.5,2.3,101.0,2,7,4
Tramazoline,5524,C1CCC2=C(C1)C=CC=C2NC3=NCCN3,215.29,2,36.4,2,1,2
Eperisone,3236,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,259.4,3.8,20.3,0,2,5
Metahexamide,11259,CC1=C(C=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2)N,311.40,2.2,110.0,3,4,3
Sotorasib,137278711,CC1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C,560.6,4,102.0,1,7,5
Carbidopa,34359,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,226.23,-2.2,116.0,5,6,4
Arecoline,2230,CN1CCC=C(C1)C(=O)OC,155.19,0.3,29.5,0,3,2
Axitinib,6450551,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4,386.5,4.2,96.0,2,4,5
Fludeoxyglucose,170049,C(C(C(C(C(C=O)F)O)O)O)O,182.15,-2.4,98.0,4,6,5
Tolazamide,5503,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,311.40,1.5,86.9,2,4,3
Haloperidol,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,375.9,3.2,40.5,1,4,6
(+)-Mefloquine,456309,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.31,3.6,45.2,2,9,2
Fluticasone propionate,444036,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,500.6,4,106.0,1,9,6
Rufloxacin,58258,CN1CCN(CC1)C2=C(C=C3C4=C2SCCN4C=C(C3=O)C(=O)O)F,363.4,-0.3,89.4,1,8,2
Calcitriol,5280453,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,416.6,5.1,60.7,3,3,6
Bisegliptin,11688894,CCOC(=O)C12CCC(CC1)(CC2)NCC(=O)N3CC(CC3C#N)F,351.4,1.3,82.4,1,6,6
Lumateperone,21302490,CN1CCN2C3CCN(CC3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F,393.5,3.8,26.8,0,5,5
Wortmannin,312145,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,428.4,1.2,109.0,0,8,4
Benactyzine,9330,CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O,327.4,2.6,49.8,1,4,9
Penthienate,6067,CC[N+](C)(CC)CCOC(=O)C(C1CCCC1)(C2=CC=CS2)O,340.5,3.3,74.8,1,4,9
Aprindine,2218,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,322.5,5.2,6.5,0,2,8
Lafutidine,5282136,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3,431.6,1.4,104.0,1,7,11
Lobucavir,135413519,C1C(C(C1N2C=NC3=C2N=C(NC3=O)N)CO)CO,265.27,-1.9,126.0,4,5,3
Glimepiride,3476,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,490.6,3.9,133.0,3,5,7
Fosinoprilat,62956,C1CCC(CC1)C2CC(N(C2)C(=O)CP(=O)(CCCCC3=CC=CC=C3)O)C(=O)O,435.5,3.8,94.9,2,5,9
Ritobegron,9820882,CC1=CC(=C(C=C1OCC(=O)O)C)CCNC(C)C(C2=CC=C(C=C2)O)O,373.4,0.7,99.0,4,6,9
m-Chlorophenylpiperazine,1355,C1CN(CCN1)C2=CC(=CC=C2)Cl,196.67,1.7,15.3,1,2,1
Eldecalcitol,6918141,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(C(C(C3=C)O)OCCCO)O)C,490.7,4.3,90.2,4,5,10
Clenbuterol,2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,277.19,2.2,58.3,3,3,4
Cethromycin,156417,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OCC=CC4=CC5=CC=CC=C5N=C4)C)C)NC(=O)O2)C,765.9,5.4,163.0,2,12,8
Lumefantrine,6437380,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,528.9,8.7,23.5,1,2,10
Oxacillin,6196,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,401.4,2.4,138.0,2,7,4
Pibrentasvir,58031952,CC(C(C(=O)N1CCCC1C2=NC3=C(N2)C=C(C(=C3)F)C4CCC(N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)C1CCCN1C(=O)C(C(C)OC)NC(=O)OC)NC(=O)OC)OC,1113.2,7.4,200.0,4,17,17
Topotecan,60700,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,421.4,0.5,103.0,2,7,3
Chloroquine,2719,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,319.9,4.6,28.2,1,3,8
Trospium,5284632,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,392.5,4.4,46.5,1,3,5
Pentamidine,4735,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,340.4,2.6,118.0,4,4,10
Tofacitinib,9926791,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,312.37,1.5,88.9,1,5,3
Niaprazine,71919,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3,356.4,2.6,48.5,1,5,6
Bryostatin 1,5280757,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O,905.0,4,240.0,4,17,13
Topiroxostat,5288320,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,248.24,1.2,91.1,1,5,2
Thiopyrophosphate,5289158,OP(=O)(O)OP(=S)(O)[O-],193.04,-1.5,142.0,3,7,2
Dexloxiglumide,65937,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl,461.4,3.9,95.9,2,5,14
Estradiol benzoate,222757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,376.5,4.5,46.5,1,3,3
Eletriptan,77993,CN1CCCC1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,382.5,4.1,61.6,1,3,6
Prenalterol,42396,CC(C)NCC(COC1=CC=C(C=C1)O)O,225.28,1.4,61.7,3,4,6
Agomelatine,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,243.30,2.7,38.3,1,2,4
Nalorphine,5284595,C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,311.4,1.9,52.9,2,4,2
Indirubin,10177,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O,262.26,2.7,65.5,2,3,1
Fenproporex,61810,CC(CC1=CC=CC=C1)NCCC#N,188.27,1.9,35.8,1,2,5
Cefcapene,6436055,CCC=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,453.5,-0.5,231.0,4,10,8
Methylenedioxyethamphetamine,105039,CCNC(C)CC1=CC2=C(C=C1)OCO2,207.27,2.5,30.5,1,3,4
BQ-123,443289,CC(C)CC1C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)N1)C(C)C)CC(=O)O)CC3=CNC4=CC=CC=C43,610.7,2.2,190.0,6,7,7
Prasterone sulfate,12594,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C,368.5,2.8,89.1,1,5,2
Cloxacillin,6098,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,435.9,2.4,138.0,2,7,4
Dopamine,681,C1=CC(=C(C=C1CCN)O)O,153.18,-1,66.5,3,3,2
Dactinomycin,457193,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C,1255.4,3.8,356.0,5,18,8
Valbenazine,24795069,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C(C(C)C)N)OC)OC,418.6,4.3,74.0,1,6,8
Peficitinib,57928403,C1C2CC3CC(C2)(CC1C3NC4=C5C=CNC5=NC=C4C(=O)N)O,326.4,1.9,104.0,4,4,3
Idebenone,3686,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,338.4,4.3,72.8,1,5,12
3-isobutyl-1-methyl-7H-xanthine,3758,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,222.24,1.5,69.3,1,3,2
Chlorothiazide,2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,295.7,-0.2,135.0,2,6,1
Ledipasvir,67505836,CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,889.0,7.4,175.0,4,10,12
Metampicillin,6713928,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N=C)C(=O)O)C,361.4,3,124.0,2,6,5
Urethane,5641,CCOC(=O)N,89.09,-0.2,52.3,1,2,2
Phencyclidine,6468,C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3,243.4,3.6,3.2,0,1,2
Ocinaplon,216456,C1=CC=NC(=C1)C(=O)C2=C3N=CC=C(N3N=C2)C4=CC=NC=C4,301.30,1.5,73.0,0,5,3
Mometasone furoate,441336,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,521.4,3.9,93.8,1,6,5
Hydrocortamate,84088,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,475.6,3.1,104.0,2,7,8
Rolofylline,11948288,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CC5CC(C3)CC4C5,356.5,4.9,69.3,1,3,5
Nefiracetam,71157,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O,246.30,1.4,49.4,1,2,3
Remdesivir,121304016,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,602.6,1.9,204.0,4,13,14
Benserazide,2327,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,257.24,-1.3,148.0,7,7,5
Iloprost,5311181,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O,360.5,2.8,77.8,3,4,8
Calcium glucoheptonate,62859,C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.C(C(C(C(C(C(C(=O)[O-])O)O)O)O)O)O.[Ca+2],490.42,,323.0,12,16,10
Amperozide,73333,CCNC(=O)N1CCN(CC1)CCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,401.5,4.1,35.6,1,4,7
Hydroxytyrosol,82755,C1=CC(=C(C=C1CCO)O)O,154.16,-0.7,60.7,3,3,2
Magnesium silicate,72941442,[O-2].[O-2].[O-2].[Mg+2].[Si+4],100.39,,3.0,0,3,0
Diatrizoate,2140,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,613.91,1.8,95.5,3,4,3
Infigratinib,53235510,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,560.5,4.7,95.1,2,8,8
Trametinib,11707110,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,615.4,3.4,102.0,2,6,5
Lacosamide,219078,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,250.29,0.3,67.4,2,3,6
Phenethyl Isothiocyanate,16741,C1=CC=C(C=C1)CCN=C=S,163.24,3.5,44.5,0,2,3
Heptabarbital,10518,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCCC2,250.29,2,75.3,2,3,2
"1,10-Phenanthroline",1318,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1,180.20,1.8,25.8,0,2,0
Sitagliptin,4369359,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,407.31,0.7,77.0,1,10,4
Ifetroban,3037233,CCCCCNC(=O)C1=COC(=N1)C2C3CCC(C2CC4=CC=CC=C4CCC(=O)O)O3,440.5,4,102.0,2,6,11
Fluticasone furoate,9854489,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F,538.6,4.8,119.0,1,10,6
Dinoprostone,5280360,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,352.5,2.8,94.8,3,5,12
Sodium aurothiomalate,22318,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],390.08,,81.3,0,5,1
Lidoflazine,3926,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,491.6,6,35.6,1,5,9
Aspoxicillin,71961,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C,493.5,-3.4,216.0,6,9,8
Eluxadoline,11250029,CC1=CC(=CC(=C1CC(C(=O)N(CC2=CC(=C(C=C2)OC)C(=O)O)C(C)C3=NC=C(N3)C4=CC=CC=C4)N)C)C(=O)N,569.6,0.9,165.0,4,7,11
Chloral hydrate,2707,C(C(Cl)(Cl)Cl)(O)O,165.40,1,40.5,2,2,0
Dihydrostreptomycin,439369,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(CO)O,583.6,-8.2,340.0,13,15,9
Edrophonium,3202,CC[N+](C)(C)C1=CC(=CC=C1)O,166.24,1.8,20.2,1,1,2
Aloglutamol,72941505,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(CO)(CO)N)O.[OH-].[OH-].[Al+3],377.28,,230.0,11,13,7
Deferiprone,2972,CC1=C(C(=O)C=CN1C)O,139.15,0.5,40.5,1,3,0
Tofogliflozin,46908929,CCC1=CC=C(C=C1)CC2=CC3=C(COC34C(C(C(C(O4)CO)O)O)O)C=C2,386.4,1.5,99.4,4,6,4
Perchlorate,123351,[O-]Cl(=O)(=O)=O,99.45,2.2,74.3,0,4,0
Histrelin,25077993,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,1323.5,0.7,449.0,15,15,34
Mesoridazine,4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,386.6,4.5,68.1,0,5,4
Ammonia N-13,119432,N,16.030,-0.7,1.0,1,1,0
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,425.0,2.2,128.0,4,7,7
Letaxaban,11641515,C1CNC(=O)N(C1)C2CCN(CC2)C(=O)C(CS(=O)(=O)C3=CC4=C(C=C3)C=C(C=C4)Cl)O,480.0,1.9,115.0,2,5,5
Streptomycin,19649,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,581.6,-8,336.0,12,15,9
Fluticasone,5311101,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,444.5,3.2,99.9,2,8,3
Moxisylyte,4260,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C,279.37,3.2,38.8,0,4,7
Tetracycline,54675776,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.4,-2,182.0,6,9,2
Sotalol,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,272.37,0.2,86.8,3,5,6
Dexetimide,30843,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,362.5,3.1,49.4,1,3,4
Terbutaline,5403,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,225.28,0.9,72.7,4,4,4
Gestodene,3033968,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,310.4,2.9,37.3,1,2,2
Navitoclax,24978538,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,974.6,9.6,170.0,2,14,16
Raloxifene,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,473.6,6.1,98.2,2,6,7
Chlorprothixene,667467,CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,315.9,5.2,28.5,0,2,3
Glycol salicylate,6880,C1=CC=C(C(=C1)C(=O)OCCO)O,182.17,1.9,66.8,2,4,4
Testosterone decanoate,155143,CCCCCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,442.7,8,43.4,0,3,10
