CID100002019,actinomycin,2716,Spectinomycin,0.8333,CHEBI:9215,15541.0,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,2019,15541.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003381,fluocinolone,1320,Fluocinonide,0.8333,CHEBI:5109,9642.0,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,3381,9642.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003883,lansoprazole,2228,Pantoprazole,0.8333,CHEBI:7915,4679.0,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,3883,4679.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004036,meclofenamate,1210,Etofenamate,0.8333,CHEBI:94731,35375.0,C1=CC=C(C(=C1)C(=O)OCCOCCO)NC2=CC=CC(=C2)C(F)(F)F,4036,35375.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004158,methylphenidate,2671,Serdexmethylphenidate,0.8333,,134823895.0,COC(=O)C(C1CCCCN1C(=O)OC[N+]2=CC=CC(=C2)C(=O)NC(CO)C(=O)[O-])C3=CC=CC=C3,4158,134823895.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005404,terconazole,2175,Oteseconazole,0.8333,CHEBI:188153,77050711.0,C1=CC(=CC=C1C2=CN=C(C=C2)C(C(CN3C=NN=N3)(C4=C(C=C(C=C4)F)F)O)(F)F)OCC(F)(F)F,5404,77050711.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100047471,butoconazole,1661,Ketoconazole,0.8333,CHEBI:47518,47576.0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,47471,47576.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100065863,sertaconazole,20,(S)-econazole,0.8333,CHEBI:82872,12773795.0,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,65863,12773795.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100091488,fluocinolone,1320,Fluocinonide,0.8333,CHEBI:5109,9642.0,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,91488,9642.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002153,theophylline,481,Bromotheophylline,0.8276,,11808.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Br,2153,11808.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004272,mycophenolic,2009,Mycophenolic acid,0.8276,CHEBI:168396,446541.0,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,4272,446541.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004042,medroxyprogesterone,1829,Medroxyprogesterone acetate,0.8261,CHEBI:6716,6279.0,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,4042,6279.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100010631,medroxyprogesterone,1829,Medroxyprogesterone acetate,0.8261,CHEBI:6716,6279.0,CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,10631,6279.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000232,arginine,268,Aprindine,0.8235,CHEBI:135370,2218.0,CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C3=CC=CC=C3,232,2218.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002249,atenolol,592,Carteolol,0.8235,CHEBI:3437,2583.0,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O,2249,2583.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003308,etodolac,1662,Ketorolac,0.8235,CHEBI:6129,3826.0,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,3308,3826.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003640,cortisol,790,Cortisone,0.8235,CHEBI:16962,222786.0,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,3640,222786.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003672,ibuprofen,2780,Suprofen,0.8235,CHEBI:9362,5359.0,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,3672,5359.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003821,ketamine,2982,Tretamine,0.8235,CHEBI:27919,5799.0,C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,3821,5799.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004454,neomycin,452,Bleomycin,0.8235,,5360373.0,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,4454,5360373.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000338,salicylate,2635,Salicylamide,0.8182,CHEBI:32114,5147.0,C1=CC=C(C(=C1)C(=O)N)O,338,5147.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002019,actinomycin,2636,Salinomycin,0.8182,CHEBI:80025,3085092.0,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O,2019,3085092.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002375,bicalutamide,2082,Nilutamide,0.8182,CHEBI:7573,4493.0,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,2375,4493.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003151,domperidone,1215,Etoperidone,0.8182,CHEBI:135589,40589.0,CCC1=NN(C(=O)N1CC)CCCN2CCN(CC2)C3=CC(=CC=C3)Cl,3151,40589.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003151,domperidone,1568,Iloperidone,0.8182,CHEBI:65173,71360.0,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,3151,71360.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003324,famciclovir,1413,Ganciclovir,0.8182,CHEBI:465284,135398740.0,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,3324,135398740.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003883,lansoprazole,1567,Ilaprazole,0.8182,CHEBI:135544,214351.0,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC,3883,214351.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004030,mebendazole,144,Albendazole,0.8182,CHEBI:16664,2082.0,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,4030,2082.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004139,methylene,1884,Methapyrilene,0.8182,CHEBI:6820,4098.0,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,4139,4098.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004623,oxiconazole,2925,Tioconazole,0.8182,CHEBI:77898,5482.0,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl,4623,5482.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005404,terconazole,20,(S)-econazole,0.8182,CHEBI:82872,12773795.0,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,5404,12773795.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100015232,benzathine,387,Benzatropine,0.8182,CHEBI:3048,1201549.0,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4,15232,1201549.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100016124,methylene,1884,Methapyrilene,0.8182,CHEBI:6820,4098.0,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,16124,4098.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID111235728,Saxagliptin,2692,Sitagliptin,0.8182,CHEBI:40237,4369359.0,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,11235728,4369359.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID116220172,ivacaftor,916,Deutivacaftor,0.8182,,71470491.0,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,16220172,71470491.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002307,beclomethasone,148,Alclometasone,0.8148,CHEBI:53776,5311000.0,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,2307,5311000.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002307,beclomethasone,415,Betamethasone,0.8148,CHEBI:3077,9782.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,2307,9782.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002308,beclomethasone,148,Alclometasone,0.8148,CHEBI:53776,5311000.0,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,2308,5311000.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002308,beclomethasone,415,Betamethasone,0.8148,CHEBI:3077,9782.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,2308,9782.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002367,dexamethasone,905,Desoximetasone,0.8148,CHEBI:691037,5311067.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,2367,5311067.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003003,dexamethasone,905,Desoximetasone,0.8148,CHEBI:691037,5311067.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,3003,5311067.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003008,dextromethorphan,940,Dextrorphan,0.8148,CHEBI:29133,5360697.0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,3008,5360697.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004271,mycophenolate,812,Cyclopentolate,0.8148,CHEBI:4024,2905.0,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,4271,2905.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100062965,beclomethasone,148,Alclometasone,0.8148,CHEBI:53776,5311000.0,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,62965,5311000.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100062965,beclomethasone,415,Betamethasone,0.8148,CHEBI:3077,9782.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,62965,9782.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000581,N-acetylcysteine,2013,N-acetyltyrosine,0.8125,CHEBI:21563,68310.0,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,581,68310.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000401,D-cycloserine,816,Cyclosporine,0.8,CHEBI:4031,5284373.0,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,401,5284373.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000738,glutamine,1406,Galantamine,0.8,CHEBI:42944,9651.0,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,738,9651.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000750,glycine,1455,Glycerin,0.8,CHEBI:17754,753.0,C(C(CO)O)O,750,753.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100000853,thyroxine,1539,Hydroxyzine,0.8,CHEBI:5818,3658.0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,853,3658.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002168,amorolfine,3073,Vamorolone,0.8,CHEBI:228304,3035000.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1(C(=O)CO)O)C)C,2168,3035000.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002307,beclomethasone,740,Clobetasone,0.8,CHEBI:177795,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C,2307,71387.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002308,beclomethasone,740,Clobetasone,0.8,CHEBI:177795,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C,2308,71387.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002484,butenafine,494,Bufotenine,0.8,CHEBI:3210,10257.0,CN(C)CCC1=CNC2=C1C=C(C=C2)O,2484,10257.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100002958,anthracycline,2873,Tetracycline,0.8,CHEBI:27902,54675776.0,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,2958,54675776.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003121,valproate,142,Alaproclate,0.8,CHEBI:91544,2081.0,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,3121,2081.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003269,estriol,1170,Estetrol,0.8,CHEBI:142773,27125.0,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O,3269,27125.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003324,famciclovir,127,Acyclovir,0.8,CHEBI:2453,135398513.0,C1=NC2=C(N1COCCO)N=C(NC2=O)N,3324,135398513.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003324,famciclovir,3067,Valomaciclovir,0.8,,135544014.0,CC(C)C(C(=O)OCCC(CN1C=NC2=C1N=C(NC2=O)N)CO)N,3324,135544014.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003381,fluocinolone,1322,Fluocortolone,0.8,CHEBI:135581,9053.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F,3381,9053.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003386,fluoxetine,1058,Duloxetine,0.8,CHEBI:36795,60835.0,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,3386,60835.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003405,folate,1142,Epofolate,0.8,,135566069.0,CC1CCCC2C(N2CCOC(=O)OCCSSCC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)CCC(C(=O)O)NC(=O)C3=CC=C(C=C3)NCC4=CN=C5C(=N4)C(=O)NC(=N5)N)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC6=CSC(=N6)C)C,3405,135566069.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003821,ketamine,414,Betaine,0.8,CHEBI:17750,247.0,C[N+](C)(C)CC(=O)[O-],3821,247.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100003825,ketoprofen,1255,Fenoprofen,0.8,CHEBI:5004,3342.0,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,3825,3342.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004120,N-methylscopolamine,517,Butylscopolamine,0.8,CHEBI:145701,160883.0,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,4120,160883.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004594,omeprazole,1350,Fomepizole,0.8,CHEBI:5141,3406.0,CC1=CNN=C1,4594,3406.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005215,sulfadiazine,2751,Sulfamerazine,0.8,CHEBI:102130,5325.0,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,5215,5325.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005215,sulfadiazine,2767,Sulfasalazine,0.8,CHEBI:9334,5339.0,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,5215,5339.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005408,testosterone,1921,Methyltestosterone,0.8,CHEBI:27436,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,5408,6010.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005409,testosterone,1921,Methyltestosterone,0.8,CHEBI:27436,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,5409,6010.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100005410,testosterone,1921,Methyltestosterone,0.8,CHEBI:27436,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,5410,6010.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100008230,argenine,132,Adenine,0.8,CHEBI:16708,190.0,C1=NC2=NC=NC(=C2N1)N,8230,190.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100015232,benzathine,394,Benzocaine,0.8,CHEBI:116735,2337.0,CCOC(=O)C1=CC=C(C=C1)N,15232,2337.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100028332,propoxyphene,939,Dextropropoxyphene,0.8,CHEBI:51173,10100.0,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C,28332,10100.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100057697,pemirolast,266,Apremilast,0.8,CHEBI:78540,11561674.0,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,57697,11561674.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100061799,monomethylfumarate,996,Dimethyl fumarate,0.8,CHEBI:76004,637568.0,COC(=O)C=CC(=O)OC,61799,637568.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100062965,beclomethasone,740,Clobetasone,0.8,CHEBI:177795,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C,62965,71387.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100065863,sertaconazole,1644,Itraconazole,0.8,CHEBI:6076,55283.0,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,65863,55283.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100065863,sertaconazole,1661,Ketoconazole,0.8,CHEBI:47518,47576.0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,65863,47576.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100091488,fluocinolone,1322,Fluocortolone,0.8,CHEBI:135581,9053.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F,91488,9053.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100216239,sorafenib,1112,Encorafenib,0.8,,50922675.0,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC,216239,50922675.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100216239,sorafenib,2539,Regorafenib,0.8,CHEBI:68647,11167602.0,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,216239,11167602.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100216239,sorafenib,2963,Tovorafenib,0.8,CHEBI:167672,25161177.0,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl,216239,25161177.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100216258,Colimycin,736,Clindamycin,0.8,,446598.0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,216258,446598.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100455658,hemin,2564,Rhein,0.8,CHEBI:8825,10168.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,455658,10168.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100489129,efinaconazole,1644,Itraconazole,0.8,CHEBI:6076,55283.0,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,489129,55283.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID103080904,Estrofem,1179,Estrone,0.8,CHEBI:17263,5870.0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,3080904,5870.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID109810131,ceftaroline,609,Cefazolin,0.8,CHEBI:474053,33255.0,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,9810131,33255.0,False,MEDIUM_REVIEW,,Moderate similarity; manual verification required
CID100004042,medroxyprogesterone,1064,Dydrogesterone,0.7879,CHEBI:31527,9051.0,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,4042,9051.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100010631,medroxyprogesterone,1064,Dydrogesterone,0.7879,CHEBI:31527,9051.0,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,10631,9051.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100000861,triiodothyronine,1729,Liothyronine,0.7857,CHEBI:18258,5920.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,861,5920.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002367,dexamethasone,937,Dextromethadone,0.7857,CHEBI:167308,643985.0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,2367,643985.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002732,chlorthalidone,677,Chlorothiazide,0.7857,CHEBI:3640,2720.0,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,2732,2720.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003003,dexamethasone,937,Dextromethadone,0.7857,CHEBI:167308,643985.0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,3003,643985.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002375,bicalutamide,260,Apalutamide,0.7826,,24872560.0,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F,2375,24872560.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002713,chlorhexidine,1741,Lofexidine,0.7826,CHEBI:51368,30668.0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,2713,30668.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002914,cyproterone,2455,Progesterone,0.7826,CHEBI:17026,5994.0,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,2914,5994.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100002973,deferoxamine,634,Cefroxadine,0.7826,CHEBI:31379,5284529.0,COC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,2973,5284529.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003015,cyproterone,2455,Progesterone,0.7826,CHEBI:17026,5994.0,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,3015,5994.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100003375,flumethasone,1344,Fluticasone,0.7826,CHEBI:5134,5311101.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,3375,5311101.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004030,mebendazole,393,Benznidazole,0.7826,CHEBI:133833,31593.0,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],4030,31593.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004139,methylene,1906,Methylecgonine,0.7826,CHEBI:31529,104904.0,CN1C2CCC1C(C(C2)O)C(=O)OC,4139,104904.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004139,methylene,1907,Methylene blue,0.7826,CHEBI:6872,6099.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],4139,6099.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100004695,isosulfan,1638,Isosulfan blue,0.7826,,50108.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],4695,50108.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100005215,sulfadiazine,2746,Sulfadoxine,0.7826,CHEBI:9329,17134.0,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,5215,17134.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
CID100006018,tetrabenazine,2871,Tetracaine,0.7826,CHEBI:9468,5411.0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,6018,5411.0,False,LOW_REVIEW,,Low similarity; likely unsafe automatic match
