STITCH_ID,SIDER_DrugName,CandidateDrugID,CandidateDrugName,Similarity,ChEBI_ID,CID,ConnectivitySMILES
CID100166548,Anidulafungin,89,Abafungin,0.7273,CHEBI:76005,159326.0,CC1=CC(=C(C=C1)OC2=CC=CC=C2C3=CSC(=N3)NC4=NCCCN4)C
CID100192155,Prednefrin,2117,Norfenefrine,0.7273,CHEBI:134779,4538.0,C1=CC(=CC(=C1)O)C(CN)O
CID100216416,lasofoxifene,2525,Raloxifene,0.7273,CHEBI:8772,5035.0,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
CID100455658,hemin,1103,Emodin,0.7273,CHEBI:42223,3220.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
CID109810131,ceftaroline,524,Cabergoline,0.7273,CHEBI:3286,54746.0,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C
CID116134956,liraglutide,1723,Linaclotide,0.7273,CHEBI:68551,16158208.0,CC1C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)C(=O)NC(CSSCC(C(=O)N3)N)C(=O)NC(C(=O)N5CCCC5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O
CID116134956,liraglutide,2665,Semaglutide,0.7273,CHEBI:167574,56843331.0,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N
CID116139605,teduglutide,2665,Semaglutide,0.7273,CHEBI:167574,56843331.0,CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N
CID117754772,ruxolitinib,95,Abrocitinib,0.7273,,78323835.0,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3
CID144201342,tesamorelin,1789,Macimorelin,0.7273,,9804938.0,CC(C)(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC3=CNC4=CC=CC=C43)NC=O)N
CID144201343,ecallantide,2388,Plecanatide,0.7273,,70693500.0,CC1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC(C)C)C(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CC(=O)N)C(C)C)CC(C)C)CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)N
CID100002442,bromhexine,483,Brompheniramine,0.72,CHEBI:3183,6834.0,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
CID100003209,eicosapentaenoic,1554,Icosapent,0.72,CHEBI:28364,446284.0,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
CID100003392,flurandrenolone,2036,Nandrolone,0.72,CHEBI:7466,9904.0,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34
CID100003394,flurbiprofen,1318,Flunoxaprofen,0.72,CHEBI:76154,68869.0,CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O
CID100004932,propafenone,2475,Propyphenazone,0.72,CHEBI:135538,3778.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
CID100007638,monobenzone,214,Aminophenazone,0.72,CHEBI:160246,6009.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
CID100012453,zuclopenthixol,1330,Flupentixol,0.72,CHEBI:10454,5281881.0,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
CID170695640,colestyramine,1177,Estramustine,0.72,CHEBI:4868,259331.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl
CID100000937,niacin,207,Amikacin,0.7143,CHEBI:2637,37768.0,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
CID100000937,niacin,1118,Enoxacin,0.7143,CHEBI:157175,3229.0,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
CID100000937,niacin,2073,Nicotine,0.7143,CHEBI:17688,89594.0,CN1CCCC1C2=CN=CC=C2
CID100001071,retinol,1189,Ethanol,0.7143,CHEBI:16236,702.0,CCO
CID100001990,acetohydroxamic,110,Acetohexamide,0.7143,CHEBI:28052,1989.0,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
CID100003158,doxepin,978,Digoxin,0.7143,CHEBI:4551,2724385.0,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O
CID100004727,D-penicillamine,2298,Pheneticillin,0.7143,CHEBI:52427,272833.0,CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC3=CC=CC=C3
CID100012620,Tadenan,132,Adenine,0.7143,CHEBI:16708,190.0,C1=NC2=NC=NC(=C2N1)N
CID100062819,Metrodin,1103,Emodin,0.7143,CHEBI:42223,3220.0,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O
CID109815559,trans,2973,Tranilast,0.7143,CHEBI:77572,5282230.0,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
CID109831414,Lovaza,737,Clobazam,0.7143,CHEBI:31413,2789.0,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
CID109831783,Stalevo,2710,Sotalol,0.7143,CHEBI:63622,5253.0,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
CID116129672,Insulin,1161,Esculin,0.7143,CHEBI:4853,5281417.0,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O
CID116129672,Insulin,1599,Inosine,0.7143,CHEBI:17596,135398641.0,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
CID116137271,insulin,1161,Esculin,0.7143,CHEBI:4853,5281417.0,C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O
CID116137271,insulin,1599,Inosine,0.7143,CHEBI:17596,135398641.0,C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O
CID100358641,trimethoprim-sulfamethoxazole,2755,Sulfamethoxazole,0.7111,CHEBI:9332,5329.0,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
CID100000767,bicarbonate,226,Ammonium bicarbonate,0.7097,CHEBI:184335,14013.0,C(=O)(O)[O-].[NH4+]
CID100000861,triiodothyronine,941,Dextrothyroxine,0.7097,CHEBI:30659,8730.0,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
CID100004786,phenylpropanolamine,2321,Phentolamine,0.7097,CHEBI:8081,5775.0,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
CID100000232,arginine,294,Articaine,0.7059,CHEBI:91834,32170.0,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC
CID100000297,graphene,1157,Ertapenem,0.7059,CHEBI:404903,150610.0,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O
CID100000785,quinol,2507,Quinagolide,0.7059,CHEBI:135627,3086401.0,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC
CID100000861,triiodothyronine,48,"3,5-Diiodotyrosine",0.7059,,6181.0,C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N
CID100001134,thymidine,2887,Thiamine,0.7059,CHEBI:18385,1130.0,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
CID100002520,verapamil,1104,Emopamil,0.7059,,25202343.0,CC(C)C(CCC[NH+](C)CCC1=CC=CC=C1)(C#N)C2=CC=CC=C2
CID100002767,cisplatin,2386,Platinum,0.7059,CHEBI:33364,23939.0,[Pt]
CID100003155,dothiepin,3161,Zotepine,0.7059,CHEBI:32316,5736.0,CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl
CID100003308,etodolac,1223,Etynodiol,0.7059,CHEBI:50785,14687.0,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(CCC34)O
CID100003517,icodextrin,781,Codeine,0.7059,CHEBI:16714,5284371.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
CID100003734,iopamidol,1104,Emopamil,0.7059,,25202343.0,CC(C)C(CCC[NH+](C)CCC1=CC=CC=C1)(C#N)C2=CC=CC=C2
CID100003734,iopamidol,3130,Xipamide,0.7059,CHEBI:135499,26618.0,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N
CID100003738,iotrolan,1565,Ifetroban,0.7059,CHEBI:188730,3037233.0,CCCCCNC(=O)C1=COC(=N1)C2C3CCC(C2CC4=CC=CC=C4CCC(=O)O)O3
CID100003738,iotrolan,3020,Trolamine,0.7059,CHEBI:28621,7618.0,C(CO)N(CCO)CCO
CID100003998,mafenide,231,Amonafide,0.7059,CHEBI:94661,50515.0,CN(C)CCN1C(=O)C2=CC=CC3=CC(=CC(=C32)C1=O)N
CID100004178,mexiletine,1101,Emetine,0.7059,CHEBI:4781,10219.0,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC
CID100004695,isosulfan,505,Busulfan,0.7059,CHEBI:28901,2478.0,CS(=O)(=O)OCCCCOS(=O)(=O)C
CID100005538,retinoic,1353,Foretinib,0.7059,CHEBI:91418,42642645.0,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F
CID100008197,tetraen,1840,Melitracen,0.7059,CHEBI:135214,25382.0,CC1(C2=CC=CC=C2C(=CCCN(C)C)C3=CC=CC=C31)C
CID100008197,tetraen,2871,Tetracaine,0.7059,CHEBI:9468,5411.0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
CID100008197,tetraen,2877,Tetrazepam,0.7059,CHEBI:135198,25215.0,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CCCCC3
CID100011973,Brolene,425,Bexarotene,0.7059,CHEBI:50859,82146.0,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
CID100011973,Brolene,847,Dantrolene,0.7059,,6914273.0,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
CID100012620,Tadenan,2693,Sitaxentan,0.7059,CHEBI:135736,216235.0,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2
CID100023926,lanthanum,2386,Platinum,0.7059,CHEBI:33364,23939.0,[Pt]
CID100023993,yttrium,2928,Tiotropium,0.7059,CHEBI:90960,5487427.0,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
CID100025959,Prussian,1783,Lypressin,0.7059,CHEBI:94802,644076.0,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N
CID100037720,pentosan,2327,Phenytoin,0.7059,CHEBI:8107,1775.0,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
CID100057166,Photofrin,1195,Ethotoin,0.7059,CHEBI:4888,3292.0,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
CID100069512,malvidin,196,Alvocidib,0.7059,CHEBI:47344,5287969.0,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
CID100083606,strontium,3026,Trospium,0.7059,CHEBI:145791,5284632.0,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O
CID100122316,rasagiline,252,Aniline,0.7059,CHEBI:17296,6115.0,C1=CC=C(C=C1)N
CID100157921,methyl,1923,Methyprylon,0.7059,CHEBI:31837,4162.0,CCC1(C(=O)C(CNC1=O)C)CC
CID100168924,lanthanum,2386,Platinum,0.7059,CHEBI:33364,23939.0,[Pt]
CID103086257,Photofrin,1195,Ethotoin,0.7059,CHEBI:4888,3292.0,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
CID105001396,warfarin,2021,Nafarelin,0.7059,,25077405.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
CID105360237,Paroven,589,Caroverine,0.7059,CHEBI:135541,65709.0,CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC
CID105360237,Paroven,2240,Paroxetine,0.7059,CHEBI:7936,43815.0,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
CID105487068,Mersyndol,1864,Mersalyl,0.7059,,9806195.0,COC(CNC(=O)C1=CC=CC=C1OCC(=O)[O-])C[Hg+].[OH-].[Na+]
CID106437075,Timentin,1844,Memantine,0.7059,CHEBI:64312,4054.0,CC12CC3CC(C1)(CC(C3)(C2)N)C
CID111672461,gadofosveset,1401,Gadofosveset trisodium,0.7059,,73049652.0,C1CC(CCC1OP(=O)([O-])OCC(CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])(C2=CC=CC=C2)C3=CC=CC=C3.[Na+].[Na+].[Na+].[Gd+3]
CID116131215,Abarelix,875,Degarelix,0.7059,CHEBI:135961,16136245.0,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C
CID116131215,Abarelix,2021,Nafarelin,0.7059,,25077405.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
CID116132441,Refludan,1114,Enflurane,0.7059,CHEBI:4792,3226.0,C(C(OC(F)F)(F)F)(F)Cl
CID122834577,nesiritide,2097,Nitrite,0.7059,CHEBI:16301,946.0,N(=O)[O-]
CID144564722,Promacta,2363,Piracetam,0.7059,CHEBI:32010,4843.0,C1CC(=O)N(C1)CC(=O)N
CID153477714,heparin,1494,Hesperetin,0.7059,CHEBI:28230,72281.0,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
CID100000143,leucovorin,1321,Fluocortin,0.7,CHEBI:182409,22875828.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)C(=O)O)C)O)C)F
CID100002168,amorolfine,218,Amiodarone,0.7,CHEBI:2663,2157.0,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
CID100002883,crotamiton,1154,Ergotamine,0.7,CHEBI:64318,8223.0,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
CID100003121,valproate,97,Acamprosate,0.7,CHEBI:51041,71158.0,CC(=O)NCCCS(=O)(=O)O
CID100003155,dothiepin,772,Clothiapine,0.7,CHEBI:31424,16351.0,CN1CCN(CC1)C2=NC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
CID100003250,ergonovine,1154,Ergotamine,0.7,CHEBI:64318,8223.0,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C
CID100003777,isopropyl,1963,Misoprostol,0.7,CHEBI:94387,5282381.0,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
CID100004046,mefloquine,1313,Flumequine,0.7,CHEBI:85269,3374.0,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
CID100004046,mefloquine,1932,Metocurine,0.7,CHEBI:6900,21233.0,C[N+]1(CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C
CID100004178,mexiletine,1206,Etilefrine,0.7,CHEBI:91518,3306.0,CCNCC(C1=CC(=CC=C1)O)O
CID100004178,mexiletine,2917,Tiletamine,0.7,CHEBI:94356,26533.0,CCNC1(CCCCC1=O)C2=CC=CS2
CID100004205,mirtazapine,1958,Minaprine,0.7,CHEBI:51038,4199.0,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
CID100004236,modafinil,1962,Mirodenafil,0.7,CHEBI:136049,135497803.0,CCCC1=CN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CCO)OCCC)CC
CID100004274,tetrofosmin,1879,Metformin,0.7,CHEBI:6801,4091.0,CN(C)C(=N)N=C(N)N
CID100004274,tetrofosmin,2851,Terazosin,0.7,CHEBI:9445,5401.0,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
CID100004673,pamidronate,2222,Palmidrol,0.7,CHEBI:71464,4671.0,CCCCCCCCCCCCCCCC(=O)NCCO
CID100004891,praziquantel,2273,Perazine,0.7,CHEBI:59118,4744.0,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42
CID100005538,retinoic,164,Alitretinoin,0.7,CHEBI:50648,449171.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
CID100006451,bromcresol,478,Bromisoval,0.7,CHEBI:77043,2447.0,CC(C)C(C(=O)NC(=O)N)Br
CID100007638,monobenzone,391,Benzilone,0.7,CHEBI:135496,66248.0,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC
CID100023982,gadolinium,123,Aclidinium,0.7,CHEBI:65346,11434515.0,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5
CID100036523,gonadorelin,1462,Goserelin,0.7,CHEBI:5523,5311128.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
CID100036523,gonadorelin,1473,Guanadrel,0.7,CHEBI:5555,38521.0,C1CCC2(CC1)OCC(O2)CN=C(N)N
CID100036523,gonadorelin,2021,Nafarelin,0.7,,25077405.0,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)C(CC2=CC3=CC=CC=C3C=C2)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8
CID100037720,pentosan,2321,Phentolamine,0.7,CHEBI:8081,5775.0,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
CID100038904,carboplatin,568,Carbidopa,0.7,CHEBI:39585,34359.0,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN
CID100041684,nitazoxanide,1559,Idazoxan,0.7,CHEBI:5862,54459.0,C1CN=C(N1)C2COC3=CC=CC=C3O2
CID100044563,lodoxamide,1030,Dopexamine,0.7,CHEBI:135507,55483.0,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O
CID100044564,lodoxamide,1030,Dopexamine,0.7,CHEBI:135507,55483.0,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O
CID100047319,atracurium,150,Alcuronium,0.7,CHEBI:55313,21158560.0,C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16
CID100054373,Octreotide,1680,Lanreotide,0.7,,6918011.0,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N
CID100055480,milnacipran,1958,Minaprine,0.7,CHEBI:51038,4199.0,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
CID100065840,colestimide,1925,Metiamide,0.7,CHEBI:6896,1548992.0,CC1=C(N=CN1)CSCCNC(=S)NC
CID100083606,strontium,2702,Sofpironium,0.7,,86301317.0,CCOC(=O)C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
CID100122316,rasagiline,766,Clorgiline,0.7,CHEBI:3763,4380.0,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C
CID100122316,rasagiline,2410,Prajmaline,0.7,CHEBI:135560,76959818.0,CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O
CID100135113,sacrosidase,126,Acteoside,0.7,CHEBI:132853,5281800.0,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
CID100160051,colesevelam,2677,Sevelamer,0.7,,,
CID100192155,Prednefrin,2318,Phenserine,0.7,,192706.0,CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC4=CC=CC=C4)C)C
CID103081884,copolymer,2652,Scopolamine,0.7,CHEBI:16794,3000322.0,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
CID106102852,gadobutrol,352,Bambuterol,0.7,CHEBI:553827,54766.0,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O
CID106452749,Locorten,741,Clocortolone,0.7,CHEBI:59582,5311052.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
CID109898619,Depreotide,919,Dexetimide,0.7,CHEBI:135531,30843.0,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4
CID109898619,Depreotide,1680,Lanreotide,0.7,,6918011.0,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N
CID111979316,vasopressin,1783,Lypressin,0.7,CHEBI:94802,644076.0,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N
CID116129690,ziconotide,2339,Picotamide,0.7,CHEBI:93175,4814.0,COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3
CID116129690,ziconotide,3150,Zinc oxide,0.7,,3007857.0,[O-2].[Zn+2]
CID116156130,exenatide,1191,Ethenzamide,0.7,CHEBI:31564,3282.0,CCOC1=CC=CC=C1C(=O)N
CID116156130,exenatide,2388,Plecanatide,0.7,,70693500.0,CC1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC(C)C)C(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)C(C)C)CC(=O)N)C(C)C)CC(C)C)CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)N
CID144201343,ecallantide,362,Beclamide,0.7,CHEBI:134859,10391.0,C1=CC=C(C=C1)CNC(=O)CCCl
CID144201343,ecallantide,1111,Encainide,0.7,CHEBI:4788,48041.0,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC
