STITCH_ID,SIDER_DrugName,CandidateDrugID,CandidateDrugName,Similarity,ChEBI_ID,CID,ConnectivitySMILES
CID100003003,dexamethasone,905,Desoximetasone,0.8148,CHEBI:691037,5311067.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
CID100003008,dextromethorphan,940,Dextrorphan,0.8148,CHEBI:29133,5360697.0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
CID100004271,mycophenolate,812,Cyclopentolate,0.8148,CHEBI:4024,2905.0,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O
CID100062965,beclomethasone,148,Alclometasone,0.8148,CHEBI:53776,5311000.0,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl
CID100062965,beclomethasone,415,Betamethasone,0.8148,CHEBI:3077,9782.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
CID100000581,N-acetylcysteine,2013,N-acetyltyrosine,0.8125,CHEBI:21563,68310.0,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
CID100000401,D-cycloserine,816,Cyclosporine,0.8,CHEBI:4031,5284373.0,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
CID100000738,glutamine,1406,Galantamine,0.8,CHEBI:42944,9651.0,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
CID100000750,glycine,1455,Glycerin,0.8,CHEBI:17754,753.0,C(C(CO)O)O
CID100000853,thyroxine,1539,Hydroxyzine,0.8,CHEBI:5818,3658.0,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
CID100002168,amorolfine,3073,Vamorolone,0.8,CHEBI:228304,3035000.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1(C(=O)CO)O)C)C
CID100002307,beclomethasone,740,Clobetasone,0.8,CHEBI:177795,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C
CID100002308,beclomethasone,740,Clobetasone,0.8,CHEBI:177795,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C
CID100002484,butenafine,494,Bufotenine,0.8,CHEBI:3210,10257.0,CN(C)CCC1=CNC2=C1C=C(C=C2)O
CID100002958,anthracycline,2873,Tetracycline,0.8,CHEBI:27902,54675776.0,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CID100003121,valproate,142,Alaproclate,0.8,CHEBI:91544,2081.0,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N
CID100003269,estriol,1170,Estetrol,0.8,CHEBI:142773,27125.0,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O
CID100003324,famciclovir,127,Acyclovir,0.8,CHEBI:2453,135398513.0,C1=NC2=C(N1COCCO)N=C(NC2=O)N
CID100003324,famciclovir,3067,Valomaciclovir,0.8,,135544014.0,CC(C)C(C(=O)OCCC(CN1C=NC2=C1N=C(NC2=O)N)CO)N
CID100003381,fluocinolone,1322,Fluocortolone,0.8,CHEBI:135581,9053.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F
CID100003386,fluoxetine,1058,Duloxetine,0.8,CHEBI:36795,60835.0,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32
CID100003405,folate,1142,Epofolate,0.8,,135566069.0,CC1CCCC2C(N2CCOC(=O)OCCSSCC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)CCC(C(=O)O)NC(=O)C3=CC=C(C=C3)NCC4=CN=C5C(=N4)C(=O)NC(=N5)N)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC6=CSC(=N6)C)C
CID100003821,ketamine,414,Betaine,0.8,CHEBI:17750,247.0,C[N+](C)(C)CC(=O)[O-]
CID100003825,ketoprofen,1255,Fenoprofen,0.8,CHEBI:5004,3342.0,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
CID100004120,N-methylscopolamine,517,Butylscopolamine,0.8,CHEBI:145701,160883.0,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
CID100004594,omeprazole,1350,Fomepizole,0.8,CHEBI:5141,3406.0,CC1=CNN=C1
CID100005215,sulfadiazine,2751,Sulfamerazine,0.8,CHEBI:102130,5325.0,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
CID100005215,sulfadiazine,2767,Sulfasalazine,0.8,CHEBI:9334,5339.0,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
CID100005408,testosterone,1921,Methyltestosterone,0.8,CHEBI:27436,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
CID100005409,testosterone,1921,Methyltestosterone,0.8,CHEBI:27436,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
CID100005410,testosterone,1921,Methyltestosterone,0.8,CHEBI:27436,6010.0,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C
CID100008230,argenine,132,Adenine,0.8,CHEBI:16708,190.0,C1=NC2=NC=NC(=C2N1)N
CID100015232,benzathine,394,Benzocaine,0.8,CHEBI:116735,2337.0,CCOC(=O)C1=CC=C(C=C1)N
CID100028332,propoxyphene,939,Dextropropoxyphene,0.8,CHEBI:51173,10100.0,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C
CID100057697,pemirolast,266,Apremilast,0.8,CHEBI:78540,11561674.0,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
CID100061799,monomethylfumarate,996,Dimethyl fumarate,0.8,CHEBI:76004,637568.0,COC(=O)C=CC(=O)OC
CID100062965,beclomethasone,740,Clobetasone,0.8,CHEBI:177795,71387.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(=O)CC2(C1(C(=O)CCl)O)C)F)C
CID100065863,sertaconazole,1644,Itraconazole,0.8,CHEBI:6076,55283.0,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
CID100065863,sertaconazole,1661,Ketoconazole,0.8,CHEBI:47518,47576.0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
CID100091488,fluocinolone,1322,Fluocortolone,0.8,CHEBI:135581,9053.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F
CID100216239,sorafenib,1112,Encorafenib,0.8,,50922675.0,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC
CID100216239,sorafenib,2539,Regorafenib,0.8,CHEBI:68647,11167602.0,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
CID100216239,sorafenib,2963,Tovorafenib,0.8,CHEBI:167672,25161177.0,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl
CID100216258,Colimycin,736,Clindamycin,0.8,,446598.0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
CID100455658,hemin,2564,Rhein,0.8,CHEBI:8825,10168.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O
CID100489129,efinaconazole,1644,Itraconazole,0.8,CHEBI:6076,55283.0,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
CID103080904,Estrofem,1179,Estrone,0.8,CHEBI:17263,5870.0,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O
CID109810131,ceftaroline,609,Cefazolin,0.8,CHEBI:474053,33255.0,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
CID100004042,medroxyprogesterone,1064,Dydrogesterone,0.7879,CHEBI:31527,9051.0,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
CID100010631,medroxyprogesterone,1064,Dydrogesterone,0.7879,CHEBI:31527,9051.0,CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C
CID100000861,triiodothyronine,1729,Liothyronine,0.7857,CHEBI:18258,5920.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
CID100002367,dexamethasone,937,Dextromethadone,0.7857,CHEBI:167308,643985.0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
CID100002732,chlorthalidone,677,Chlorothiazide,0.7857,CHEBI:3640,2720.0,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
CID100003003,dexamethasone,937,Dextromethadone,0.7857,CHEBI:167308,643985.0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
CID100002375,bicalutamide,260,Apalutamide,0.7826,,24872560.0,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CC(=C(N=C4)C#N)C(F)(F)F)F
CID100002713,chlorhexidine,1741,Lofexidine,0.7826,CHEBI:51368,30668.0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
CID100002914,cyproterone,2455,Progesterone,0.7826,CHEBI:17026,5994.0,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
CID100002973,deferoxamine,634,Cefroxadine,0.7826,CHEBI:31379,5284529.0,COC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O
CID100003015,cyproterone,2455,Progesterone,0.7826,CHEBI:17026,5994.0,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
CID100003375,flumethasone,1344,Fluticasone,0.7826,CHEBI:5134,5311101.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
CID100004030,mebendazole,393,Benznidazole,0.7826,CHEBI:133833,31593.0,C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-]
CID100004139,methylene,1906,Methylecgonine,0.7826,CHEBI:31529,104904.0,CN1C2CCC1C(C(C2)O)C(=O)OC
CID100004139,methylene,1907,Methylene blue,0.7826,CHEBI:6872,6099.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
CID100004695,isosulfan,1638,Isosulfan blue,0.7826,,50108.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+]
CID100005215,sulfadiazine,2746,Sulfadoxine,0.7826,CHEBI:9329,17134.0,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
CID100006018,tetrabenazine,2871,Tetracaine,0.7826,CHEBI:9468,5411.0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
CID100016124,methylene,1906,Methylecgonine,0.7826,CHEBI:31529,104904.0,CN1C2CCC1C(C(C2)O)C(=O)OC
CID100016124,methylene,1907,Methylene blue,0.7826,CHEBI:6872,6099.0,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-]
CID100029089,chlorhexidine,1741,Lofexidine,0.7826,CHEBI:51368,30668.0,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
CID100047471,butoconazole,1305,Fluconazole,0.7826,CHEBI:46081,3365.0,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
CID100123610,Eptifibatide,1132,Epibatidine,0.7826,,854023.0,C1CC2C(CC1N2)C3=CN=C(C=C3)Cl
CID100216416,lasofoxifene,137,Afimoxifene,0.7826,CHEBI:44616,449459.0,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
CID100489129,efinaconazole,1946,Miconazole,0.7826,CHEBI:82892,4189.0,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
CID111979316,vasopressin,901,Desmopressin,0.7826,CHEBI:4450,5311065.0,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
CID100000191,adenosine,141,Alanosine,0.7778,,90657278.0,C(C(C(=O)[O-])[NH3+])N(N=O)O
CID100000738,glutamine,1343,Flutamide,0.7778,CHEBI:5132,3397.0,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
CID100000738,glutamine,1407,Gallamine,0.7778,CHEBI:503442,67425.0,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC
CID100001071,retinol,2984,Tretoquinol,0.7778,CHEBI:135461,65772.0,COC1=CC(=CC(=C1OC)OC)CC2C3=CC(=C(C=C3CCN2)O)O
CID100001134,thymidine,1461,Glymidine,0.7778,CHEBI:146188,9565.0,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2
CID100002249,atenolol,180,Alprenolol,0.7778,CHEBI:51211,2119.0,CC(C)NCC(COC1=CC=CC=C1CC=C)O
CID100002284,baclofen,147,Alclofenac,0.7778,CHEBI:31183,30951.0,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl
CID100003250,ergonovine,1069,Ecgonine,0.7778,CHEBI:4743,91460.0,CN1C2CCC1C(C(C2)O)C(=O)O
CID100003256,monomycin,1969,Mitomycin,0.7778,CHEBI:27504,5746.0,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
CID100003640,cortisol,792,Cortivazol,0.7778,CHEBI:135820,66249.0,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C
CID100003672,ibuprofen,2375,Pirprofen,0.7778,CHEBI:135028,35935.0,CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O
CID100003702,indapamide,3130,Xipamide,0.7778,CHEBI:135499,26618.0,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N
CID100003734,iopamidol,2222,Palmidrol,0.7778,CHEBI:71464,4671.0,CCCCCCCCCCCCCCCC(=O)NCCO
CID100003739,iodipamide,3130,Xipamide,0.7778,CHEBI:135499,26618.0,CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N
CID100004048,megestrol,1500,Hexestrol,0.7778,,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
CID100004236,modafinil,135,Adrafinil,0.7778,CHEBI:135200,3033226.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
CID100004454,neomycin,1127,Enviomycin,0.7778,,135565326.0,C1CNC(=NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(C(CCN)O)N)N
CID100004454,neomycin,1725,Lincomycin,0.7778,CHEBI:6472,3000540.0,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
CID100005040,rapamycin,256,Annamycin,0.7778,,115212.0,CC1C(C(C(C(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)CO)O)I)O)O
CID100005040,rapamycin,1655,Kanamycin,0.7778,CHEBI:17630,6032.0,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
CID100005064,ribavirin,1808,Maribavir,0.7778,,471161.0,CC(C)NC1=NC2=CC(=C(C=C2N1C3C(C(C(O3)CO)O)O)Cl)Cl
CID100005564,triclosan,2993,Triclofos,0.7778,CHEBI:9695,5563.0,C(C(Cl)(Cl)Cl)OP(=O)(O)O
CID100005735,zopiclone,2159,Opicapone,0.7778,CHEBI:134699,135565903.0,CC1=C(C(=[N+](C(=C1Cl)C)[O-])Cl)C2=NOC(=N2)C3=CC(=C(C(=C3)O)O)[N+](=O)[O-]
CID100005939,biguanide,1477,Guanidine,0.7778,CHEBI:42820,3520.0,C(=N)(N)N
CID100008230,argenine,2043,Naringenin,0.7778,CHEBI:17846,439246.0,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
CID100019090,megestrol,1500,Hexestrol,0.7778,,192197.0,CCC(C1=CC=C(C=C1)O)C(CC)C2=CC=C(C=C2)O
CID100047640,naftifine,498,Bunaftine,0.7778,CHEBI:135392,36131.0,CCCCN(CCN(CC)CC)C(=O)C1=CC=CC2=CC=CC=C21
CID100062819,Metrodin,1939,Metyrosine,0.7778,CHEBI:6912,441350.0,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
CID100102399,dextran,940,Dextrorphan,0.7778,CHEBI:29133,5360697.0,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
CID100197281,gadobenate,1397,Gabexate,0.7778,CHEBI:93036,3447.0,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N
CID105001396,warfarin,2817,Tecarfarin,0.7778,,54718618.0,CC(C(F)(F)F)(C(F)(F)F)OC(=O)C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3OC2=O)O
CID106452749,Locorten,1321,Fluocortin,0.7778,CHEBI:182409,22875828.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)C(=O)O)C)O)C)F
CID109825285,azilsartan,1764,Losartan,0.7778,CHEBI:6541,3961.0,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
CID111238823,azilsartan,1764,Losartan,0.7778,CHEBI:6541,3961.0,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
CID100001125,tetrahydrobiopterin,67,"6S-5,6,7,8-Tetrahydrobiopterin",0.7755,,135509079.0,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
CID109831761,irbesartan-hydrochlorothiazide,1513,Hydrochlorothiazide,0.7755,CHEBI:5778,3639.0,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
CID100001206,methamphetamine,1706,Levmetamfetamine,0.7742,CHEBI:136013,36604.0,CC(CC1=CC=CC=C1)NC
CID100003008,dextromethorphan,937,Dextromethadone,0.7742,CHEBI:167308,643985.0,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
CID100003100,diphenhydramine,1008,Diphenylpyraline,0.7742,CHEBI:59788,3103.0,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3
CID100003394,flurbiprofen,1340,Flurbiprofen axetil,0.7742,CHEBI:31627,3395.0,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C
CID100003100,diphenhydramine,2306,Pheniramine,0.7692,CHEBI:91591,4761.0,CN(C)CCC(C1=CC=CC=C1)C2=CC=CC=N2
CID100005300,streptozotocin,2730,Streptomycin,0.7692,CHEBI:17076,19649.0,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
CID100028332,propoxyphene,2475,Propyphenazone,0.7692,CHEBI:135538,3778.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
CID100489129,efinaconazole,1623,Isavuconazole,0.7692,CHEBI:85979,6918485.0,CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O
CID100004271,mycophenolate,2008,Mycophenolate mofetil,0.7647,CHEBI:8764,5281078.0,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O
CID100000853,thyroxine,1729,Liothyronine,0.7619,CHEBI:18258,5920.0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
CID100001054,pyridoxine,2412,Pralidoxime,0.7619,CHEBI:8354,135398747.0,C[N+]1=CC=CC=C1C=NO
CID100002344,benztropine,394,Benzocaine,0.7619,CHEBI:116735,2337.0,CCOC(=O)C1=CC=C(C=C1)N
CID100002484,butenafine,2852,Terbinafine,0.7619,CHEBI:9448,1549008.0,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
CID100002914,cyproterone,2418,Prasterone,0.7619,CHEBI:28689,5881.0,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
CID100003015,cyproterone,2418,Prasterone,0.7619,CHEBI:28689,5881.0,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
CID100003256,monomycin,1947,Micronomicin,0.7619,CHEBI:81283,3037206.0,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CCC(O3)CNC)N)N)N)O
CID100003256,monomycin,2140,Oleandomycin,0.7619,CHEBI:16869,72493.0,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
CID100003367,fludarabine,2054,Nelarabine,0.7619,CHEBI:63612,3011155.0,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
CID100003386,fluoxetine,1348,Fluvoxamine,0.7619,CHEBI:5138,5324346.0,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
CID100003739,iodipamide,1400,Gadodiamide,0.7619,,153921.0,CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3]
CID100003825,ketoprofen,3137,Zaltoprofen,0.7619,CHEBI:32306,5720.0,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
CID100003911,Leuprorelin,2484,Protirelin,0.7619,CHEBI:35940,638678.0,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
CID100004673,pamidronate,218,Amiodarone,0.7619,CHEBI:2663,2157.0,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I
CID100004946,propranolol,501,Bupranolol,0.7619,CHEBI:135123,2475.0,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O
CID100004946,propranolol,763,Cloranolol,0.7619,CHEBI:135217,65814.0,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O
CID100005029,rabeprazole,1567,Ilaprazole,0.7619,CHEBI:135544,214351.0,CC1=C(C=CN=C1CS(=O)C2=NC3=C(N2)C=C(C=C3)N4C=CC=C4)OC
CID100005071,rimantadine,1755,Loratadine,0.7619,CHEBI:6538,3957.0,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
CID100005071,rimantadine,2533,Ranitidine,0.7619,CHEBI:8776,3001055.0,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
CID100007638,monobenzone,2196,Oxybenzone,0.7619,CHEBI:34283,4632.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
CID100015232,benzathine,401,Benzydamine,0.7619,CHEBI:94563,12555.0,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
CID100025959,Prussian,2492,Prussian blue,0.7619,CHEBI:30069,2724251.0,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].[Fe+2].[Fe+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3]
CID100040632,pirfenidone,2367,Piretanide,0.7619,CHEBI:32015,4849.0,C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3
CID100040632,pirfenidone,2431,Prednisone,0.7619,CHEBI:8382,5865.0,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C
CID100041684,nitazoxanide,949,Diazoxide,0.7619,CHEBI:4495,3019.0,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
CID100054373,Octreotide,1999,Motretinide,0.7619,CHEBI:135490,6314185.0,CCNC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C
CID100060864,olopatadine,2627,Rupatadine,0.7619,CHEBI:135673,133017.0,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2
CID100062816,colestipol,691,Cholesterol,0.7619,CHEBI:16113,5997.0,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
CID100065840,colestimide,124,Acotiamide,0.7619,CHEBI:34523,5282338.0,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C
CID100072081,Terlipressin,1783,Lypressin,0.7619,CHEBI:94802,644076.0,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N
CID100158786,pegaptanib,2252,Pemigatinib,0.7619,,86705695.0,CCN1C2=C3C=C(NC3=NC=C2CN(C1=O)C4=C(C(=CC(=C4F)OC)OC)F)CN5CCOCC5
CID106102852,gadobutrol,1404,Gadoteridol,0.7619,,60714.0,CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
CID106850791,leuprorelin,2484,Protirelin,0.7619,CHEBI:35940,638678.0,C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N
CID109825285,azilsartan,2643,Saprisartan,0.7619,CHEBI:190069,60921.0,CCC1=NC(=C(N1CC2=CC3=C(C=C2)OC(=C3Br)C4=CC=CC=C4NS(=O)(=O)C(F)(F)F)C(=O)N)C5CC5
