Ligand ID,Ligand,Target,Target ID,Target Gene Symbol,Target UniProt ID,Target Ensembl Gene ID,Target Species,Approved,Type,Action,Primary Target,Affinity Median,Affinity Units,PubMed ID
14091,compound E3,Kidney urea transporter,983,SLC14A2,Q15849,ENSG00000132874,Human,False,Inhibitor,Inhibition,False,7.71999979019165,pIC50,40299675|40523902
9347,KYT-0353,L-type amino acid transporter 1,896,SLC7A5,Q01650,ENSG00000103257,Human,False,Inhibitor,Inhibition,True,,-,19900191
1231,cimetidine,MATE2,1217,SLC47A2,Q86VL8,ENSG00000180638,Human,True,Inhibitor,Inhibition,False,5.1,pKi,19164462
4800,pyrimethamine,MATE2,1217,Slc47a2,Q3V050,ENSMUSG00000069855,Mouse,True,Inhibitor,Inhibition,False,6.3,pKi,20065018
4503,[<sup>14</sup>C]metformin,MATE2,1217,SLC47A2,Q86VL8,ENSG00000180638,Human,False,,,False,,-,17509534
4575,[<sup>14</sup>C]TEA,MATE2,1217,SLC47A2,Q86VL8,ENSG00000180638,Human,False,,,False,,-,17509534
4689,bongkrek acid,Mitochondrial adenine nucleotide translocator 1,1062,SLC25A4,P12235,ENSG00000151729,Human,False,Inhibitor,Inhibition,False,,-,
4572,carboxyatractyloside,Mitochondrial adenine nucleotide translocator 1,1062,SLC25A4,P12235,ENSG00000151729,Human,False,Inhibitor,Inhibition,False,,-,
4701,"1,2,3-benzenetricarboxylic acid",Mitochondrial citrate transporter,1051,SLC25A1,P53007,ENSG00000100075,Human,False,Inhibitor,Inhibition,False,,-,
12853,CTPI-2,Mitochondrial citrate transporter,1051,SLC25A1,P53007,ENSG00000100075,Human,False,Inhibitor,Inhibition,False,5.460000038146973,pKd,29651165
11300,&alpha;-cyano-4-hydroxycinnamate,mitochondrial pyruvate carrier 1,3022,Mpc1,P63031,ENSRNOG00000012415,Rat,False,Inhibitor,Inhibition,False,5.820000171661377,pIC50,1156402
11301,"&alpha;-Cyano-5-phenyl-2,4-pentadienic acid",mitochondrial pyruvate carrier 1,3022,Mpc1,P63031,ENSRNOG00000012415,Rat,False,Inhibitor,Inhibition,False,6.699999809265137,pIC50,1156402
11299,&alpha;-cyanocinnamate,mitochondrial pyruvate carrier 1,3022,Mpc1,P63031,ENSRNOG00000012415,Rat,False,Inhibitor,Inhibition,False,6.699999809265137,pIC50,1156402
11303,mitoglitazone,mitochondrial pyruvate carrier 1,3022,Mpc1,P63030,ENSMUSG00000023861,Mouse,False,Inhibitor,Inhibition,False,5.889999866485596,pIC50,23513224
11302,UK-5099,mitochondrial pyruvate carrier 1,3022,Mpc1,P63031,ENSRNOG00000012415,Rat,False,Inhibitor,Inhibition,False,7.300000190734863,pIC50,1156402
6647,entacapone,mitochondrial pyruvate carrier 1 like,3024,MPC1L,P0DKB6,ENSG00000238205,Human,True,Inhibitor,Inhibition,False,6.199999809265137,pIC50,35278701
12601,lonidamine,mitochondrial pyruvate carrier 1 like,3024,MPC1L,P0DKB6,ENSG00000238205,Human,False,Inhibitor,Inhibition,False,5.340000152587891,pIC50,35278701
11303,mitoglitazone,mitochondrial pyruvate carrier 1 like,3024,MPC1L,P0DKB6,ENSG00000238205,Human,False,Inhibitor,Inhibition,False,5.570000171661377,pIC50,35278701
10917,nitrofurantoin,mitochondrial pyruvate carrier 1 like,3024,MPC1L,P0DKB6,ENSG00000238205,Human,True,Inhibitor,Inhibition,False,5.480000019073486,pIC50,35278701
11302,UK-5099,mitochondrial pyruvate carrier 1 like,3024,MPC1L,P0DKB6,ENSG00000238205,Human,False,Inhibitor,Inhibition,False,7.28000020980835,pIC50,35278701
2919,zaprinast,mitochondrial pyruvate carrier 1 like,3024,MPC1L,P0DKB6,ENSG00000238205,Human,False,Inhibitor,Inhibition,False,6.489999771118164,pIC50,35278701
11300,&alpha;-cyano-4-hydroxycinnamate,mitochondrial pyruvate carrier 2,3023,Mpc2,P38718,ENSRNOG00000003150,Rat,False,Inhibitor,Inhibition,False,5.820000171661377,pIC50,1156402
11301,"&alpha;-Cyano-5-phenyl-2,4-pentadienic acid",mitochondrial pyruvate carrier 2,3023,Mpc2,P38718,ENSRNOG00000003150,Rat,False,Inhibitor,Inhibition,False,6.699999809265137,pIC50,1156402
11299,&alpha;-cyanocinnamate,mitochondrial pyruvate carrier 2,3023,Mpc2,P38718,ENSRNOG00000003150,Rat,False,Inhibitor,Inhibition,False,6.699999809265137,pIC50,1156402
6647,entacapone,mitochondrial pyruvate carrier 2,3023,MPC2,O95563,ENSG00000143158,Human,True,Inhibitor,Inhibition,False,6.21999979019165,pIC50,35278701
12601,lonidamine,mitochondrial pyruvate carrier 2,3023,Mpc2,P38718,ENSRNOG00000003150,Rat,False,Inhibitor,Inhibition,False,5.599999904632568,pIC50,26831515
12601,lonidamine,mitochondrial pyruvate carrier 2,3023,MPC2,O95563,ENSG00000143158,Human,False,Inhibitor,Inhibition,False,5.340000152587891,pIC50,35278701
11303,mitoglitazone,mitochondrial pyruvate carrier 2,3023,Mpc2,Q9D023,ENSMUSG00000026568,Mouse,False,Inhibitor,Inhibition,False,5.889999866485596,pIC50,23513224
10917,nitrofurantoin,mitochondrial pyruvate carrier 2,3023,MPC2,O95563,ENSG00000143158,Human,True,Inhibitor,Inhibition,False,5.480000019073486,pIC50,35278701
11302,UK-5099,mitochondrial pyruvate carrier 2,3023,Mpc2,P38718,ENSRNOG00000003150,Rat,False,Inhibitor,Inhibition,False,7.300000190734863,pIC50,1156402
11302,UK-5099,mitochondrial pyruvate carrier 2,3023,MPC2,O95563,ENSG00000143158,Human,False,Inhibitor,Inhibition,False,7.28000020980835,pIC50,35278701
2919,zaprinast,mitochondrial pyruvate carrier 2,3023,MPC2,O95563,ENSG00000143158,Human,False,Inhibitor,Inhibition,False,6.519999980926514,pIC50,35278701
10605,AZD3965,Monocarboxylate transporter 1,988,SLC16A1,P53985,ENSG00000155380,Human,False,Inhibitor,Inhibition,False,8.489999771118164,pKi,29050199
8813,compound 30 [PMID: 16455256],Monocarboxylate transporter 1,988,SLC16A1,P53985,ENSG00000155380,Human,False,Inhibitor,Inhibition,False,8.319999694824219,pKi,16455256
10405,BAY-8002,Monocarboxylate transporter 1,988,SLC16A1,P53985,ENSG00000155380,Human,False,Inhibitor,,False,8.300000190734863,pKi,30115664
10405,BAY-8002,Monocarboxylate transporter 1,988,SLC16A1,P53985,ENSG00000155380,Human,False,Inhibitor,,False,9.0,pIC50,30115664
8818,7ACC2,Monocarboxylate transporter 2,990,SLC16A7,O60669,ENSG00000118596,Human,False,Inhibitor,Inhibition,False,7.960000038146973,pIC50,24095010
10605,AZD3965,Monocarboxylate transporter 2,990,SLC16A7,O60669,ENSG00000118596,Human,False,Inhibitor,Inhibition,False,7.699999809265137,pKi,29050199
10405,BAY-8002,Monocarboxylate transporter 2,990,SLC16A7,O60669,ENSG00000118596,Human,False,Inhibitor,,False,8.300000190734863,pIC50,30115664
11735,compound 18n [PMID: 34382802],Monocarboxylate transporter 4,989,SLC16A3,O15427,ENSG00000141526,Human,False,Inhibitor,Inhibition,False,9.0,pIC50,34382802
1231,cimetidine,Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,Human,True,Inhibitor,Inhibition,False,6.0,pKi,19164462
4800,pyrimethamine,Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,Human,True,Inhibitor,Inhibition,False,7.099999904632568,pKi,20065018
4503,[<sup>14</sup>C]metformin,Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,Human,False,,,False,,-,17509534|16850272
4575,[<sup>14</sup>C]TEA,Multidrug and toxin extrusion,1216,SLC47A1,Q96FL8,ENSG00000142494,Human,False,,,False,,-,16330770|16850272
4835,chlorothiazide,Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,Human,True,Inhibitor,Inhibition,True,,-,
4167,cyclothiazide,Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,Human,True,Inhibitor,Inhibition,True,,-,
4836,hydrochlorothiazide,Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,Human,True,Inhibitor,Inhibition,True,,-,
4838,metolazone,Na-Cl symporter,970,SLC12A3,P55017,ENSG00000070915,Human,True,Inhibitor,Inhibition,True,,-,
11242,BI01383298,Na<sup>+</sup>/citrate cotransporter,981,SLC13A5,Q86YT5,ENSG00000141485,Human,False,Inhibitor,Inhibition,False,7.25,pIC50,
12852,compound 7 [PMID: 37428122],Na<sup>+</sup>/citrate cotransporter,981,SLC13A5,Q86YT5,ENSG00000141485,Human,False,Inhibitor,Inhibition,False,7.300000190734863,pIC50,37428122
12851,ETG-5773,Na<sup>+</sup>/citrate cotransporter,981,SLC13A5,Q86YT5,ENSG00000141485,Human,False,Inhibitor,Inhibition,False,6.800000190734863,pIC50,36005604
12849,PF-06649298,Na<sup>+</sup>/citrate cotransporter,981,SLC13A5,Q86YT5,ENSG00000141485,Human,False,Inhibitor,Inhibition,False,6.400000095367432,pIC50,26620127
12850,PF-06761281,Na<sup>+</sup>/citrate cotransporter,981,SLC13A5,Q86YT5,ENSG00000141485,Human,False,Inhibitor,Inhibition,False,6.289999961853027,pIC50,26734723
200,amitriptyline,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,6.480000019073486,pKi,23602445
201,amoxapine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.889999866485596,pKi,
7118,atomoxetine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.6899995803833,pKd,9871604
7135,bupropion,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,6.360000133514404,pKi,19442525
7547,citalopram,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,False,3.0,pKi,23168018
2398,clomipramine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.420000076293945,pKd,9537821
2399,desipramine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.680000305175781,pKi,20462211
7158,desvenlafaxine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,6.190000057220459,pKi,24900709
2147,dexamfetamine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.0,pKi,23602445
7554,dexmethylphenidate,NET,926,Slc6a2,,ENSRNOG00000016311,Rat,True,Inhibitor,Inhibition,False,6.570000171661377,pKi,17489581
7549,dosulepin,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.340000152587891,pKi,9537821
1225,doxepin,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.539999961853027,pKi,
202,duloxetine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.220000267028809,pKi,23084899
9880,H05,NET,926,Slc6a2,,ENSRNOG00000016311,Rat,False,Inhibitor,Inhibition,False,8.170000076293945,pKi,29615471
357,imipramine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.800000190734863,pKi,
7545,<i>N</i>-desalkylquetiapine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,False,Inhibitor,Inhibition,False,7.920000076293945,pKi,18059438
7435,levomilnacipran,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.400000095367432,pIC50,18468895
7551,lofepramine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.270000457763672,pKi,9537821
2402,maprotiline,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.920000076293945,pKi,19836247
4797,mazindol,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,False,8.899999618530273,pKi,
7236,methylphenidate,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,7.210000038146973,pIC50,
135,mianserin,NET,926,Slc6a2,,ENSRNOG00000016311,Rat,True,Inhibitor,Inhibition,False,7.590000152587891,pKi,6747993
7436,milnacipran,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,9.100000381469728,pIC50,23347683
7247,nefazodone,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,6.440000057220459,pKd,9871604
4637,nisoxetine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,False,Inhibitor,Inhibition,False,8.399999618530273,pKi,
4792,nomifensine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.100000381469727,pKi,
2404,nortriptyline,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.199999809265137,pKi,10715164
7537,norzotepine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,False,Inhibitor,Inhibition,False,7.960000038146973,pIC50,20223878
7266,phenelzine,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,False,5.0,pKi,9537821
7285,protriptyline,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.770000457763672,pIC50,22420844
7285,protriptyline,NET,926,SLC6A2,P23975,ENSG00000103546,Human,True,Inhibitor,Inhibition,True,8.850000381469727,pKd,9537821
