"# GtoPdb Version: 2026.2 - published: 2026-06-15"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID","Webpage URLs","Patent Numbers"
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7266","phenelzine",,,,,"178103840","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.0","","Ki","","10000.0","",">","","","","9537821",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7285","protriptyline",,,,,"178103859","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","8.770000457763672","","IC50","","1.7000000476837158","","=","Inhibition of [<sup>3</sup>H]nisoxetine binding to CHO cells expressing hNET.","","","22420844",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7285","protriptyline",,,,,"178103859","true","Inhibitor","Inhibition","","Selective","false","true","","pKd","","8.850000381469727","","Kd","","1.409999966621399","","=","","","","9537821",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7285","protriptyline",,,,,"178103859","true","Inhibitor","Inhibition","","Selective","false","true","","pKi","","8.170000076293945","","Ki","","6.800000190734863","","=","","","","18983139",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","50","quetiapine",,,,,"135650869","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.03000020980835","","Ki","","927.0","","=","","","","18059438",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","4808","reboxetine",,,,,"178101510","true","Inhibitor","Inhibition","","Selective","false","true","","pKi","","8.0","","Ki","","10.0","","=","","","","10812041",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","2586","sibutramine","https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",,,,"135651043","true","Inhibitor","Inhibition","","Family selective","false","true","","pKi","","5.25","","Ki","","5619.0","","=","","","",,"https://doi.org/10.22427/NTP-DATA-107-022-001-000-3",
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","10342","solriamfetol",,,,,"381745023","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.360000133514404","","IC50","","4400.0","","=","In a NE reuptake assay in HEK293 cells expressing hNET.","","","29891587",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","10342","solriamfetol",,,,,"381745023","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.429999828338623","","Ki","","3700.0","","=","In a radioligand binding assay using HEK293 cells expressing hNET.","","","29891587",,
"NET","926",,"Slc6a2",,"ENSRNOG00000016311",,"",,,,,"","Rat","4591","[<sup>3</sup>H]mazindol",,,,,"178101312","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","9.300000190734863","","Kd","","0.5","","=","","","","15300361",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","4636","[<sup>3</sup>H]nisoxetine",,,,,"178101354","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","8.399999618530273","","Kd","","4.0","","=","","","",,,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7477","tapentadol",,,,,"187051780","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","5.059999942779541","","Ki","","8800.0","","=","","","","17656655",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","12766","toludesvenlafaxine",,,,,"483123314","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.119999885559082","","IC50","","763.0","","=","","","","31617718",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7317","trimipramine",,,,,"178103890","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","5.610000133514404","","Ki","","2450.0","","=","","","","9537821",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","7321","venlafaxine",,,,,"178103894","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","6.269999980926514","","IC50","","535.0","","=","","","","20378347",,
"NET","926",,"Slc6a2",,"ENSRNOG00000016311",,"",,,,,"","Rat","59","ziprasidone",,,,,"135651359","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.320000171661377","","Ki","","48.0","","=","","","","18595716",,
"NET","926",,"SLC6A2","P23975","ENSG00000103546",,"",,,,,"","Human","103","zotepine",,,,,"135651367","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.150000095367432","","IC50","","71.0","","=","","","","20223878",,
"NPC1 like intracellular cholesterol transporter 1","2629",,"NPC1L1","Q9UHC9","ENSG00000015520",,"",,,,,"","Human","6816","ezetimibe",,,,,"178103422","true","Antagonist","Inhibition","","Selective","false","true","","pKd","","6.659999847412109","","Kd","","220.0","","=","Measure of ezetimibe glucuronide binding to NPC1L1","","","15928087",,
"OATP1A2","1219",,"SLCO1A2","P46721","ENSG00000084453",,"",,,,,"","Human","4738","naringin",,,,,"178101449","false","Inhibitor","Inhibition","","Non-selective","false","false","","-","","","","-","","","","=","","","","17301733",,
"OATP1A2","1219",,"SLCO1A2","P46721","ENSG00000084453",,"",,,,,"","Human","2765","rifampicin",,,,,"135652711","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","4.289999961853027","","Ki","","51000.0","","=","","","","12085361",,
"OATP1A2","1219",,"SLCO1A2","P46721","ENSG00000084453",,"",,,,,"","Human","4570","rifamycin SV",,,,,"178101291","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","4.960000038146973","","Ki","","11000.0","","=","","","","12085361",,
"OATP1A2","1219",,"SLCO1A2","P46721","ENSG00000084453",,"",,,,,"","Human","4505","[<sup>3</sup>H]BSP",,,,,"178101232","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1A2","1219",,"SLCO1A2","P46721","ENSG00000084453",,"",,,,,"","Human","3819","[<sup>3</sup>H]DPDPE",,,,,"178100664","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1A2","1219",,"SLCO1A2","P46721","ENSG00000084453",,"",,,,,"","Human","4748","[<sup>3</sup>H]estrone-3-sulphate",,,,,"178101458","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","1024","cyclosporin A",,,,,"135652074","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","7.289999961853027","","Ki","","51.0","","=","","","","14530907|22541068",,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","4749","estrone-3-sulphate",,,,,"178101459","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.21999979019165","","IC50","","60.0","","=","Measured using estropipate, which is estrone-3-sulfate stabilized with piperazine.","","","20448812",,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","3439","gemfibrozil",,,,,"178100439","true","Inhibitor","Inhibition","","Non-selective","false","false","","-","","","","-","","","","=","","","","17470528",,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","4688","glycyrrhizin",,,,,"178101402","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","4844","indocyanine green",,,,,"178101545","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","2765","rifampicin",,,,,"135652711","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","5.960000038146973","","Ki","","1100.0","","=","Inhibition of atorvastatin transport by OATP1B1.","","","22541068",,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","4570","rifamycin SV",,,,,"178101291","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","5.699999809265137","","Ki","","2000.0","","=","","","","12085361",,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","13593","sarsagenin",,,,,"504705412","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.889999866485596","","Ki","","130.0","","=","Inhibition of substrate uptake in CHO cells expressing hOATP1B1","","","23571415",,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","2953","pravastatin",,,,,"135650848","true","None","Binding","","Non-selective","false","false","","-","","","","-","","","","=","","","",,,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","4687","[<sup>3</sup>H]estradiol-17&beta;-glucuronide",,,,,"178101401","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B1","1220",,"SLCO1B1","Q9Y6L6","ENSG00000134538",,"",,,,,"","Human","4748","[<sup>3</sup>H]estrone-3-sulphate",,,,,"178101458","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","1024","cyclosporin A",,,,,"135652074","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","6.099999904632568","","IC50","","800.0","","=","","","","17496208|22541068",,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","3439","gemfibrozil",,,,,"178100439","true","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","4688","glycyrrhizin",,,,,"178101402","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","2765","rifampicin",,,,,"135652711","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","5.800000190734863","","IC50","","1600.0","","=","","","","17496208|22541068",,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","4570","rifamycin SV",,,,,"178101291","true","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","13593","sarsagenin",,,,,"504705412","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.099999904632568","","Ki","","80.0","","=","Inhibition of substrate uptake in CHO cells expressing hOATP1B3","","","23571415",,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","4743","sildenafil",,,,,"178101454","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","6.099999904632568","","IC50","","800.0","","=","","","","17496208",,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","4505","[<sup>3</sup>H]BSP",,,,,"178101232","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","4765","[<sup>3</sup>H]CCK-8 (human, mouse, rat)",,,,,"178101474","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1B3","1221",,"SLCO1B3","Q9NPD5","ENSG00000111700",,"",,,,,"","Human","4687","[<sup>3</sup>H]estradiol-17&beta;-glucuronide",,,,,"178101401","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1C1","1222",,"SLCO1C1","Q9NYB5","ENSG00000139155",,"",,,,,"","Human","1608","DPDPE",,,,,"135652122","false","Inhibitor","Inhibition","","Non-selective","false","false","","-","","","","-","","","","=","","","",,,
"OATP1C1","1222",,"SLCO1C1","Q9NYB5","ENSG00000139155",,"",,,,,"","Human","4357","probenecid",,,,,"178101174","true","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1C1","1222",,"SLCO1C1","Q9NYB5","ENSG00000139155",,"",,,,,"","Human","4547","taurocholic acid",,,,,"178101268","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1C1","1222",,"SLCO1C1","Q9NYB5","ENSG00000139155",,"",,,,,"","Human","4627","[<sup>125</sup>I]thyroxine",,,,,"178101345","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1C1","1222",,"SLCO1C1","Q9NYB5","ENSG00000139155",,"",,,,,"","Human","4505","[<sup>3</sup>H]BSP",,,,,"178101232","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP1C1","1222",,"SLCO1C1","Q9NYB5","ENSG00000139155",,"",,,,,"","Human","4748","[<sup>3</sup>H]estrone-3-sulphate",,,,,"178101458","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP2A1","1223",,"Slco2a1","Q00910","ENSRNOG00000009005",,"",,,,,"","Rat","4530","bromocresol green",,,,,"178101251","false","Inhibitor","Inhibition","Inhibition of PGF<sub>2&alpha;</sub> uptake in PGT-expressing HeLa cells","Non-selective","false","false","","pKi","","5.440000057220459","","Ki","","3600.0","","=","","","","7754369",,
"OATP2A1","1223",,"Slco2a1","Q00910","ENSRNOG00000009005",,"",,,,,"","Rat","4506","bromsulphthalein",,,,,"178101233","false","Inhibitor","Inhibition","Inhibition of PGF<sub>2&alpha;</sub> uptake in PGT-expressing HeLa cells","Non-selective","false","false","","pKi","","5.239999771118164","","Ki","","5800.0","","=","","","","7754369",,
"OATP2A1","1223",,"SLCO2A1","Q92959","ENSG00000174640",,"",,,,,"","Human","1916","[<sup>3</sup>H]PGE<sub>2</sub>",,,,,"135651569","false","None","Binding","","Non-selective","false","false","","-","","","","-","","","","=","","","","9506966",,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","4920","erlotinib",,,,,"178101619","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.28000020980835","","Ki","","530.0","","=","","","","22541068",,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","3439","gemfibrozil",,,,,"178100439","true","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","2414","glibenclamide",,,,,"135650306","true","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","4570","rifamycin SV",,,,,"178101291","true","Inhibitor","Inhibition",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","4743","sildenafil",,,,,"178101454","true","Inhibitor","Inhibition","","Non-selective","false","false","","-","","","","-","","","","=","Inhibition only observed at sildenafil concentrations above those achieved in therapeutic use.","","","17496208",,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","6193","verlukast",,,,,"178102814","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.550000190734863","","Ki","","2800.0","","=","","","","22541068",,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","4505","[<sup>3</sup>H]BSP",,,,,"178101232","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP2B1","1224",,"SLCO2B1","O94956","ENSG00000137491",,"",,,,,"","Human","4748","[<sup>3</sup>H]estrone-3-sulphate",,,,,"178101458","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP3A1","1225",,"SLCO3A1","Q9UIG8","ENSG00000176463",,"",,,,,"","Human","4748","[<sup>3</sup>H]estrone-3-sulphate",,,,,"178101458","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP3A1","1225",,"SLCO3A1","Q9UIG8","ENSG00000176463",,"",,,,,"","Human","1916","[<sup>3</sup>H]PGE<sub>2</sub>",,,,,"135651569","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP4A1","1226",,"SLCO4A1","Q96BD0","ENSG00000101187",,"",,,,,"","Human","4748","[<sup>3</sup>H]estrone-3-sulphate",,,,,"178101458","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"OATP4C1","1227",,"SLCO4C1","Q6ZQN7","ENSG00000173930",,"",,,,,"","Human","4725","[<sup>3</sup>H]digoxin",,,,,"178101436","false","None","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,,,
"Organic anion transporter 1","1025",,"SLC22A6","Q4U2R8","ENSG00000197901",,"",,,,,"","Human","4357","probenecid",,,,,"178101174","true","Inhibitor","Inhibition","Inhibition of urate transport by human SCL22A6.","Non-selective","false","true","","pIC50","","4.900000095367432","","IC50","","12500.0","","=","","","","12472777",,
"Organic anion transporter 3","1027",,"SLC22A8","Q8TCC7","ENSG00000149452",,"",,,,,"","Human","8798","cefalotin",,,,,"252827456","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.590000152587891","","IC50","","26.0","","=","","","","11909604",,
"Organic anion transporter 3","1027",,"SLC22A8","Q8TCC7","ENSG00000149452",,"",,,,,"","Human","13271","NPT520-34",,,,,"491300053","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.599999904632568","","IC50","","250.0","","=","Measuring inhibition of [<sup>3</sup>H]-PAH transport by hOAT3.","","","34117864",,
"Organic anion transporter 4","1030",,"SLC22A11","Q9NSA0","ENSG00000168065",,"",,,,,"","Human","8798","cefalotin",,,,,"252827456","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.699999809265137","","Ki","","200.0","","=","","","","11909604",,
"Organic cation transporter 1","1019",,"SLC22A1","O15245","ENSG00000175003",,"",,,,,"","Human","516","clonidine",,,,,"135650112","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.260000228881836","","Ki","","550.0","","=","","","","9655880",,
"Organic cation transporter 2","1020",,"SLC22A2","O15244","ENSG00000112499",,"",,,,,"","Human","8482","decynium 22",,,,,"252166690","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.0","","Ki","","100.0","","=","Measuring inhibition of tetraethylammonium (TEA) uptake <i>via</i> OCT2 expressed in <i>Xenopus</i> oocytes.","","","9260930",,
"Organic cation transporter 3","1021",,"SLC22A3","O75751","ENSG00000146477",,"",,,,,"","Human","8826","disprocynium24",,,,,"252827483","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.820000171661377","","Ki","","15.0","","=","","","","10196521",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","4702","4-AMBA",,,,,"178101414","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","2.299999952316284","","Ki","","","","=","","","","15930458|9882198|19789362",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","4499","Lys[Z(NO<sub>2</sub>)]-Lys[Z(NO<sub>2</sub>)]",,,,,"178101227","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","4.900000095367432","","-","","","","=","","","","16868651",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","4498","Lys[Z(NO<sub>2</sub>)]-Pro",,,,,"178101226","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","5.300000190734863","","5.0","Ki","10000.0","","5000.0","=","","","","11284702",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","9486","Lys[Z(NO<sub>2</sub>)]-Val",,,,,"329968426","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.699999809265137","","Ki","","2000.0","","=","Competition assays in Caco-2 cells expressing PEPT1.","","","14706812|36697632",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","11370","(3,5)-[<sup>19</sup>F]<sub>2</sub>-Phe-&psi;-Ala",,,,,"440816739","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","32622809",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","12598","glycyl-[<sup>13</sup>C<sub>3</sub>]-sarcosine",,,,,"479821388","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","34371711",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","4489","[<sup>11</sup>C]GlySar",,,,,"178101217","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","18344442",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","4599","[<sup>14</sup>C]GlySar",,,,,"178101319","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","11284702|7592745|9610386|27543355|11454935|9374833|15567297|18713951|9379359|9753615|18824524|9092716|10578127|10748266|15974593|8843163|30135242",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","11367","[<sup>18</sup>F]FEPPG",,,,,"440816736","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","32024310",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","4659","[<sup>3</sup>H]GlySar",,,,,"178101375","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","9706043|22950754|16627568|8956326|20660104|11714740|12538834|16434549|11602669|27903454",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","11368","[<sup>3</sup>H]-IPP",,,,,"440816737","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","28315445|29684535",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","11369","[<sup>3</sup>H]-LKP",,,,,"440816738","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","28315445|29684535",,
"Peptide transporter 1","984",,"SLC15A1","P46059","ENSG00000088386",,"",,,,,"","Human","12597","[<sup>3</sup>H]mirogabalin",,,,,"479821387","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","36170033",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","4702","4-AMBA",,,,,"178101414","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","2.5","","-","","","","=","","","","16868651|11751927",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","4499","Lys[Z(NO<sub>2</sub>)]-Lys[Z(NO<sub>2</sub>)]",,,,,"178101227","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","8.0","","Ki","","10.0","","=","","","","16868651|11751927",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","4498","Lys[Z(NO<sub>2</sub>)]-Pro",,,,,"178101226","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","6.199999809265137","","-","","","","=","","","","16868651|11751927",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","9486","Lys[Z(NO<sub>2</sub>)]-Val",,,,,"329968426","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.0","","-","","","","=","","","","16868651|11751927",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","11370","(3,5)-[<sup>19</sup>F]<sub>2</sub>-Phe-&psi;-Ala",,,,,"440816739","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","32622809",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","12599","Ac-[<sup>13</sup>C,<sup>15</sup>N]PGP",,,,,"479821389","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","33830084",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","4489","[<sup>11</sup>C]GlySar",,,,,"178101217","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","15781409",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","4599","[<sup>14</sup>C]GlySar",,,,,"178101319","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","7592745|9610386|11454935|9374833|15567297|18713951|18824524|9092716|10578127|10748266|24548120|14715149|7756356",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","11367","[<sup>18</sup>F]FEPPG",,,,,"440816736","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","32024310",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","4659","[<sup>3</sup>H]GlySar",,,,,"178101375","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","22950754|16434549|27903454|18367661|27836942|26494147",,
"Peptide transporter 2","985",,"SLC15A2","Q16348","ENSG00000163406",,"",,,,,"","Human","12597","[<sup>3</sup>H]mirogabalin",,,,,"479821387","false","None","None","","Not Determined","false","false","","-","","","","-","","","","=","","","","36170033",,
"Peptide transporter 3","986",,"SLC15A3","Q8IY34","ENSG00000110446",,"",,,,,"","Human","4623","[<sup>14</sup>C]histidine",,,,,"178101341","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","11336635",,
"Peptide transporter 3","986",,"SLC15A3","Q8IY34","ENSG00000110446",,"",,,,,"","Human","4670","[<sup>3</sup>H]histidine",,,,,"178101385","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","11336635",,
"Peptide transporter 4","987",,"SLC15A4","Q8N697","ENSG00000139370",,"",,,,,"","Human","13090","AJ2-30",,,,,"491299872","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.739999771118164","","IC50","","1800.0","","=","","","","38191941",,
"Peptide transporter 4","987",,"SLC15A4","Q8N697","ENSG00000139370",,"",,,,,"","Human","4623","[<sup>14</sup>C]histidine",,,,,"178101341","false","None","Binding","","Non-selective","false","false","","-","","","","-","","","","=","","","","9092568|27845049|29305823",,
"Peptide transporter 4","987",,"SLC15A4","Q8N697","ENSG00000139370",,"",,,,,"","Human","4670","[<sup>3</sup>H]histidine",,,,,"178101385","false","None","None","","Non-selective","false","false","","-","","","","-","","","","=","","","","16289537|27543355|22950754|27845049",,
"Plasma membrane monoamine transporter","1120",,"SLC29A4","Q7RTT9","ENSG00000164638",,"",,,,,"","Human","1231","cimetidine",,,,,"135650099","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","3.299999952316284","","Ki","","500000.0","",">","","","","16099839|27506881",,
